Time,CO₂(ppm),Temperature(°C),Humidity(%),Pressure(hPa)
1/14/2021 3:03:06 p. m.,"394","28.5","25","945"
1/14/2021 3:04:06 p. m.,"403","28.5","25","945"
1/14/2021 3:05:06 p. m.,"412","28.5","25","945"
1/14/2021 3:06:06 p. m.,"417","28.5","25","945"
1/14/2021 3:07:06 p. m.,"417","28.5","25","945"
1/14/2021 3:08:06 p. m.,"434","28.6","25","945"
1/14/2021 3:09:06 p. m.,"394","28.6","25","945"
1/14/2021 3:10:06 p. m.,"531","28.6","25","945"
1/14/2021 3:11:06 p. m.,"489","28.6","25","945"
1/14/2021 3:12:06 p. m.,"426","28.6","25","945"
1/14/2021 3:13:06 p. m.,"432","28.6","25","945"
1/14/2021 3:14:06 p. m.,"405","28.7","25","945"
1/14/2021 3:15:06 p. m.,"410","28.7","25","945"
1/14/2021 3:16:06 p. m.,"445","28.7","25","945"
1/14/2021 3:17:06 p. m.,"426","28.7","25","945"
1/14/2021 3:18:06 p. m.,"405","28.7","25","945"
1/14/2021 3:19:06 p. m.,"414","28.7","25","945"
1/14/2021 3:20:06 p. m.,"409","28.7","25","945"
1/14/2021 3:21:06 p. m.,"402","28.7","25","945"
1/14/2021 3:22:06 p. m.,"405","28.7","25","945"
1/14/2021 3:23:06 p. m.,"403","28.7","25","945"
1/14/2021 3:24:06 p. m.,"385","28.7","25","945"
1/14/2021 3:25:06 p. m.,"396","28.7","25","946"
1/14/2021 3:26:06 p. m.,"381","28.8","25","946"
1/14/2021 3:27:06 p. m.,"400","28.8","25","945"
1/14/2021 3:28:06 p. m.,"401","28.8","25","945"
1/14/2021 3:29:06 p. m.,"411","28.8","25","945"
1/14/2021 3:30:06 p. m.,"406","28.8","25","945"
1/14/2021 3:31:06 p. m.,"413","28.8","25","946"
1/14/2021 3:32:06 p. m.,"408","28.9","25","946"
1/14/2021 3:33:06 p. m.,"375","28.8","25","946"
1/14/2021 3:34:06 p. m.,"404","28.8","25","946"
1/14/2021 3:35:06 p. m.,"402","28.9","25","945"
1/14/2021 3:36:06 p. m.,"410","28.9","25","946"
1/14/2021 3:37:06 p. m.,"408","28.8","25","946"
1/14/2021 3:38:06 p. m.,"416","28.9","26","945"
1/14/2021 3:39:06 p. m.,"414","28.9","26","946"
1/14/2021 3:40:06 p. m.,"396","28.9","26","945"
1/14/2021 3:41:06 p. m.,"405","28.9","26","946"
1/14/2021 3:42:06 p. m.,"406","28.9","26","945"
1/14/2021 3:43:06 p. m.,"391","28.9","26","945"
1/14/2021 3:44:06 p. m.,"386","28.9","26","945"
1/14/2021 3:45:06 p. m.,"393","28.9","26","946"
1/14/2021 3:46:06 p. m.,"388","28.9","26","945"
1/14/2021 3:47:06 p. m.,"384","28.9","26","945"
1/14/2021 3:48:06 p. m.,"380","28.9","25","945"
1/14/2021 3:49:06 p. m.,"347","28.9","25","945"
1/14/2021 3:50:06 p. m.,"376","28.9","25","945"
1/14/2021 3:51:06 p. m.,"379","28.9","26","945"
1/14/2021 3:52:06 p. m.,"371","28.9","26","945"
1/14/2021 3:53:06 p. m.,"399","28.9","26","945"
1/14/2021 3:54:06 p. m.,"395","28.9","26","945"
1/14/2021 3:55:06 p. m.,"394","28.9","26","945"
1/14/2021 3:56:06 p. m.,"399","28.9","26","945"
1/14/2021 3:57:06 p. m.,"390","28.9","26","945"
1/14/2021 3:58:06 p. m.,"382","28.9","25","945"
1/14/2021 3:59:06 p. m.,"385","29.0","25","945"
1/14/2021 4:00:06 p. m.,"394","29.0","25","945"
1/14/2021 4:01:06 p. m.,"382","29.0","25","945"
1/14/2021 4:02:06 p. m.,"404","29.0","25","945"
1/14/2021 4:03:06 p. m.,"398","29.0","25","945"
1/14/2021 4:04:06 p. m.,"406","29.0","25","945"
1/14/2021 4:05:06 p. m.,"409","29.0","25","945"
1/14/2021 4:06:06 p. m.,"400","29.0","25","945"
1/14/2021 4:07:06 p. m.,"418","29.0","25","945"
1/14/2021 4:08:06 p. m.,"414","29.0","25","945"
1/14/2021 4:09:06 p. m.,"414","29.1","25","945"
1/14/2021 4:10:06 p. m.,"409","29.1","25","945"
1/14/2021 4:11:06 p. m.,"393","29.1","25","945"
1/14/2021 4:12:06 p. m.,"384","29.1","25","945"
1/14/2021 4:13:06 p. m.,"393","29.1","25","945"
1/14/2021 4:14:06 p. m.,"386","29.1","25","945"
1/14/2021 4:15:06 p. m.,"398","29.1","25","945"
1/14/2021 4:16:06 p. m.,"386","29.1","25","945"
1/14/2021 4:17:06 p. m.,"364","29.1","25","945"
1/14/2021 4:18:06 p. m.,"403","29.1","25","945"
1/14/2021 4:19:06 p. m.,"404","29.1","25","945"
1/14/2021 4:20:06 p. m.,"454","29.0","25","945"
1/14/2021 4:21:06 p. m.,"434","29.0","25","945"
1/14/2021 4:22:06 p. m.,"424","29.0","25","945"
1/14/2021 4:23:06 p. m.,"428","28.9","25","945"
1/14/2021 4:24:06 p. m.,"448","28.9","25","945"
1/14/2021 4:25:06 p. m.,"468","28.9","25","945"
1/14/2021 4:26:06 p. m.,"437","28.8","25","945"
1/14/2021 4:27:06 p. m.,"429","28.8","25","945"
1/14/2021 4:28:06 p. m.,"450","28.7","25","945"
1/14/2021 4:29:06 p. m.,"453","28.7","26","945"
1/14/2021 4:30:06 p. m.,"440","28.7","25","945"
1/14/2021 4:31:06 p. m.,"421","28.6","25","945"
1/14/2021 4:32:06 p. m.,"462","28.6","26","945"
1/14/2021 4:33:06 p. m.,"491","28.6","26","945"
1/14/2021 4:34:06 p. m.,"462","28.6","26","945"
1/14/2021 4:35:06 p. m.,"469","28.5","26","945"
1/14/2021 4:36:06 p. m.,"451","28.6","26","945"
1/14/2021 4:37:06 p. m.,"452","28.5","26","945"
1/14/2021 4:38:06 p. m.,"438","28.5","26","945"
1/14/2021 4:39:06 p. m.,"420","28.5","26","945"
1/14/2021 4:40:06 p. m.,"420","28.5","26","945"
1/14/2021 4:41:06 p. m.,"438","28.5","26","945"
1/14/2021 4:42:06 p. m.,"394","28.5","26","945"
1/14/2021 4:43:06 p. m.,"393","28.5","26","945"
1/14/2021 4:44:06 p. m.,"411","28.5","26","945"
1/14/2021 4:45:06 p. m.,"415","28.5","26","945"
1/14/2021 4:46:06 p. m.,"381","28.5","26","945"
1/14/2021 4:47:06 p. m.,"402","28.5","26","945"
1/14/2021 4:48:06 p. m.,"405","28.5","26","945"
1/14/2021 4:49:06 p. m.,"417","28.5","26","945"
1/14/2021 4:50:06 p. m.,"411","28.5","26","945"
1/14/2021 4:51:06 p. m.,"391","28.5","26","945"
1/14/2021 4:52:06 p. m.,"421","28.5","26","945"
1/14/2021 4:53:06 p. m.,"412","28.5","26","945"
1/14/2021 4:54:06 p. m.,"440","28.5","26","945"
1/14/2021 4:55:06 p. m.,"440","28.5","26","945"
1/14/2021 4:56:06 p. m.,"410","28.5","26","945"
1/14/2021 4:57:06 p. m.,"387","28.5","26","945"
1/14/2021 4:58:06 p. m.,"400","28.6","26","945"
1/14/2021 4:59:06 p. m.,"389","28.6","26","945"
1/14/2021 5:00:06 p. m.,"408","28.6","26","945"
1/14/2021 5:01:06 p. m.,"407","28.6","26","945"
1/14/2021 5:02:06 p. m.,"416","28.6","26","945"
1/14/2021 5:03:06 p. m.,"414","28.6","26","945"
1/14/2021 5:04:06 p. m.,"409","28.6","26","945"
1/14/2021 5:05:06 p. m.,"399","28.6","26","945"
1/14/2021 5:06:06 p. m.,"401","28.7","26","945"
1/14/2021 5:07:06 p. m.,"409","28.7","26","945"
1/14/2021 5:08:06 p. m.,"395","28.7","26","945"
1/14/2021 5:09:06 p. m.,"399","28.7","25","945"
1/14/2021 5:10:06 p. m.,"419","28.7","25","945"
1/14/2021 5:11:06 p. m.,"386","28.8","25","945"
1/14/2021 5:12:06 p. m.,"413","28.7","25","945"
1/14/2021 5:13:06 p. m.,"414","28.8","25","945"
1/14/2021 5:14:06 p. m.,"395","28.8","25","945"
1/14/2021 5:15:06 p. m.,"423","28.8","25","945"
1/14/2021 5:16:06 p. m.,"422","28.8","25","945"
1/14/2021 5:17:06 p. m.,"398","28.8","25","945"
1/14/2021 5:18:06 p. m.,"390","28.9","25","945"
1/14/2021 5:19:06 p. m.,"387","28.9","25","945"
1/14/2021 5:20:06 p. m.,"403","28.9","25","945"
1/14/2021 5:21:06 p. m.,"397","28.9","25","945"
1/14/2021 5:22:06 p. m.,"411","28.9","25","945"
1/14/2021 5:23:06 p. m.,"406","28.9","25","945"
1/14/2021 5:24:06 p. m.,"449","28.9","25","945"
1/14/2021 5:25:06 p. m.,"420","29.0","25","945"
1/14/2021 5:26:06 p. m.,"396","29.0","25","945"
1/14/2021 5:27:06 p. m.,"396","29.0","24","945"
1/14/2021 5:28:06 p. m.,"422","29.0","24","945"
1/14/2021 5:29:06 p. m.,"413","29.0","24","945"
1/14/2021 5:30:06 p. m.,"380","29.0","24","945"
1/14/2021 5:31:06 p. m.,"362","29.0","24","945"
1/14/2021 5:32:06 p. m.,"367","29.0","24","945"
1/14/2021 5:33:06 p. m.,"360","29.0","24","945"
1/14/2021 5:34:06 p. m.,"345","29.0","24","945"
1/14/2021 5:35:06 p. m.,"361","29.0","24","945"
1/14/2021 5:36:06 p. m.,"342","28.9","24","945"
1/14/2021 5:37:06 p. m.,"362","28.9","24","945"
1/14/2021 5:38:06 p. m.,"368","28.9","24","945"
1/14/2021 5:39:06 p. m.,"351","28.9","24","945"
1/14/2021 5:40:06 p. m.,"360","28.9","24","945"
1/14/2021 5:41:06 p. m.,"354","28.9","24","945"
1/14/2021 5:42:06 p. m.,"369","28.9","24","945"
1/14/2021 5:43:06 p. m.,"355","28.8","24","945"
1/14/2021 5:44:06 p. m.,"361","28.8","24","945"
1/14/2021 5:45:06 p. m.,"361","28.8","24","945"
1/14/2021 5:46:06 p. m.,"418","28.8","24","945"
1/14/2021 5:47:06 p. m.,"393","28.8","24","945"
1/14/2021 5:48:06 p. m.,"406","28.8","24","945"
1/14/2021 5:49:06 p. m.,"382","28.8","24","945"
1/14/2021 5:50:06 p. m.,"417","28.8","24","945"
1/14/2021 5:51:06 p. m.,"416","28.8","24","945"
1/14/2021 5:52:06 p. m.,"397","28.9","24","945"
1/14/2021 5:53:06 p. m.,"397","28.9","24","945"
1/14/2021 5:54:06 p. m.,"393","28.9","24","945"
1/14/2021 5:55:06 p. m.,"405","28.9","24","945"
1/14/2021 5:56:06 p. m.,"391","28.9","24","945"
1/14/2021 5:57:06 p. m.,"380","28.9","24","945"
1/14/2021 5:58:06 p. m.,"393","28.9","24","945"
1/14/2021 5:59:06 p. m.,"381","28.9","24","945"
1/14/2021 6:00:06 p. m.,"384","28.9","24","945"
1/14/2021 6:01:06 p. m.,"382","28.9","24","945"
1/14/2021 6:02:06 p. m.,"374","28.9","24","945"
1/14/2021 6:03:06 p. m.,"374","28.9","24","945"
1/14/2021 6:04:06 p. m.,"410","28.9","24","945"
1/14/2021 6:05:06 p. m.,"411","28.9","24","945"
1/14/2021 6:06:06 p. m.,"398","28.9","24","945"
1/14/2021 6:07:06 p. m.,"415","28.9","25","945"
1/14/2021 6:08:06 p. m.,"428","29.0","25","945"
1/14/2021 6:09:06 p. m.,"456","29.0","25","945"
1/14/2021 6:10:06 p. m.,"455","29.0","25","945"
1/14/2021 6:11:06 p. m.,"441","29.0","25","945"
1/14/2021 6:12:06 p. m.,"470","29.0","25","945"
1/14/2021 6:13:06 p. m.,"477","29.0","25","945"
1/14/2021 6:14:06 p. m.,"485","29.0","25","945"
1/14/2021 6:15:06 p. m.,"472","29.1","25","945"
1/14/2021 6:16:06 p. m.,"460","29.1","25","945"
1/14/2021 6:17:06 p. m.,"450","29.1","25","945"
1/14/2021 6:18:06 p. m.,"467","29.1","25","945"
1/14/2021 6:19:06 p. m.,"476","29.1","25","945"
1/14/2021 6:20:06 p. m.,"474","29.1","25","945"
1/14/2021 6:21:06 p. m.,"488","29.1","25","945"
1/14/2021 6:22:06 p. m.,"453","29.2","25","945"
1/14/2021 6:23:06 p. m.,"471","29.1","25","945"
1/14/2021 6:24:06 p. m.,"461","29.2","25","945"
1/14/2021 6:25:06 p. m.,"456","29.2","25","945"
1/14/2021 6:26:06 p. m.,"459","29.2","25","945"
1/14/2021 6:27:06 p. m.,"461","29.2","25","945"
1/14/2021 6:28:06 p. m.,"456","29.2","25","945"
1/14/2021 6:29:06 p. m.,"472","29.2","25","945"
1/14/2021 6:30:06 p. m.,"451","29.3","25","945"
1/14/2021 6:31:06 p. m.,"470","29.3","25","945"
1/14/2021 6:32:06 p. m.,"469","29.3","25","945"
1/14/2021 6:33:06 p. m.,"475","29.3","25","945"
1/14/2021 6:34:06 p. m.,"462","29.3","25","945"
1/14/2021 6:35:06 p. m.,"478","29.3","25","945"
1/14/2021 6:36:06 p. m.,"467","29.3","25","945"
1/14/2021 6:37:06 p. m.,"450","29.3","25","945"
1/14/2021 6:38:06 p. m.,"458","29.3","25","945"
1/14/2021 6:39:06 p. m.,"482","29.3","25","945"
1/14/2021 6:40:06 p. m.,"469","29.3","25","945"
1/14/2021 6:41:06 p. m.,"462","29.3","25","945"
1/14/2021 6:42:06 p. m.,"458","29.3","25","945"
1/14/2021 6:43:06 p. m.,"466","29.3","25","945"
1/14/2021 6:44:06 p. m.,"449","29.3","25","945"
1/14/2021 6:45:06 p. m.,"478","29.3","25","945"
1/14/2021 6:46:06 p. m.,"463","29.4","24","945"
1/14/2021 6:47:06 p. m.,"447","29.4","24","945"
1/14/2021 6:48:06 p. m.,"458","29.4","24","945"
1/14/2021 6:49:06 p. m.,"469","29.4","24","945"
1/14/2021 6:50:06 p. m.,"472","29.4","24","945"
1/14/2021 6:51:06 p. m.,"455","29.4","24","945"
1/14/2021 6:52:06 p. m.,"458","29.4","24","945"
1/14/2021 6:53:06 p. m.,"473","29.4","24","945"
1/14/2021 6:54:06 p. m.,"470","29.4","24","945"
1/14/2021 6:55:06 p. m.,"453","29.4","24","945"
1/14/2021 6:56:06 p. m.,"459","29.4","24","945"
1/14/2021 6:57:06 p. m.,"479","29.4","24","945"
1/14/2021 6:58:06 p. m.,"462","29.4","24","945"
1/14/2021 6:59:06 p. m.,"463","29.4","24","945"
1/14/2021 7:00:06 p. m.,"471","29.4","24","945"
1/14/2021 7:01:06 p. m.,"467","29.4","24","945"
1/14/2021 7:02:06 p. m.,"457","29.4","24","945"
1/14/2021 7:03:06 p. m.,"440","29.4","24","945"
1/14/2021 7:04:06 p. m.,"452","29.4","24","945"
1/14/2021 7:05:06 p. m.,"444","29.4","24","945"
1/14/2021 7:06:06 p. m.,"453","29.4","24","945"
1/14/2021 7:07:06 p. m.,"445","29.4","24","945"
1/14/2021 7:08:06 p. m.,"445","29.4","24","945"
1/14/2021 7:09:06 p. m.,"440","29.4","24","945"
1/14/2021 7:10:06 p. m.,"440","29.4","24","945"
1/14/2021 7:11:06 p. m.,"441","29.4","24","945"
1/14/2021 7:12:06 p. m.,"435","29.4","24","945"
1/14/2021 7:13:06 p. m.,"439","29.4","24","945"
1/14/2021 7:14:06 p. m.,"440","29.4","24","945"
1/14/2021 7:15:06 p. m.,"439","29.4","24","945"
1/14/2021 7:16:06 p. m.,"440","29.4","24","945"
1/14/2021 7:17:06 p. m.,"433","29.4","24","945"
1/14/2021 7:18:06 p. m.,"440","29.4","24","945"
1/14/2021 7:19:06 p. m.,"441","29.3","24","945"
1/14/2021 7:20:06 p. m.,"453","29.4","24","945"
1/14/2021 7:21:06 p. m.,"450","29.4","24","945"
1/14/2021 7:22:06 p. m.,"428","29.4","24","945"
1/14/2021 7:23:06 p. m.,"448","29.3","24","945"
1/14/2021 7:24:06 p. m.,"453","29.3","24","945"
1/14/2021 7:25:06 p. m.,"443","29.3","24","945"
1/14/2021 7:26:06 p. m.,"464","29.4","24","945"
1/14/2021 7:27:06 p. m.,"438","29.3","24","945"
1/14/2021 7:28:06 p. m.,"439","29.4","24","945"
1/14/2021 7:29:06 p. m.,"427","29.4","24","945"
1/14/2021 7:30:06 p. m.,"455","29.3","24","945"
1/14/2021 7:31:06 p. m.,"431","29.4","24","945"
1/14/2021 7:32:06 p. m.,"452","29.4","24","945"
1/14/2021 7:33:06 p. m.,"443","29.4","24","945"
1/14/2021 7:34:06 p. m.,"430","29.4","24","945"
1/14/2021 7:35:06 p. m.,"431","29.4","24","946"
1/14/2021 7:36:06 p. m.,"427","29.3","24","946"
1/14/2021 7:37:06 p. m.,"447","29.4","24","946"
1/14/2021 7:38:06 p. m.,"443","29.3","23","946"
1/14/2021 7:39:06 p. m.,"425","29.4","24","946"
1/14/2021 7:40:06 p. m.,"434","29.4","24","946"
1/14/2021 7:41:06 p. m.,"426","29.3","23","946"
1/14/2021 7:42:06 p. m.,"443","29.3","24","946"
1/14/2021 7:43:06 p. m.,"431","29.3","24","946"
1/14/2021 7:44:06 p. m.,"430","29.3","24","946"
1/14/2021 7:45:06 p. m.,"441","29.3","23","946"
1/14/2021 7:46:06 p. m.,"422","29.3","23","946"
1/14/2021 7:47:06 p. m.,"417","29.3","23","946"
1/14/2021 7:48:06 p. m.,"406","29.3","23","946"
1/14/2021 7:49:06 p. m.,"423","29.3","23","946"
1/14/2021 7:50:06 p. m.,"406","29.3","23","946"
1/14/2021 7:51:06 p. m.,"386","29.3","23","946"
1/14/2021 7:52:06 p. m.,"385","29.3","23","946"
1/14/2021 7:53:06 p. m.,"385","29.3","23","946"
1/14/2021 7:54:06 p. m.,"360","29.2","23","946"
1/14/2021 7:55:06 p. m.,"385","29.2","23","946"
1/14/2021 7:56:06 p. m.,"385","29.2","23","946"
1/14/2021 7:57:06 p. m.,"360","29.2","23","946"
1/14/2021 7:58:06 p. m.,"374","29.2","23","946"
1/14/2021 7:59:06 p. m.,"391","29.1","23","946"
1/14/2021 8:00:06 p. m.,"378","29.1","23","946"
1/14/2021 8:01:06 p. m.,"363","29.1","23","946"
1/14/2021 8:02:06 p. m.,"377","29.1","23","946"
1/14/2021 8:03:06 p. m.,"383","29.1","23","946"
1/14/2021 8:04:06 p. m.,"369","29.1","23","946"
1/14/2021 8:05:06 p. m.,"376","29.0","23","946"
1/14/2021 8:06:06 p. m.,"375","29.0","23","946"
1/14/2021 8:07:06 p. m.,"380","29.0","23","946"
1/14/2021 8:08:06 p. m.,"360","28.9","23","946"
1/14/2021 8:09:06 p. m.,"391","28.9","23","946"
1/14/2021 8:10:06 p. m.,"381","28.9","23","946"
1/14/2021 8:11:06 p. m.,"369","28.8","23","946"
1/14/2021 8:12:06 p. m.,"373","28.8","23","946"
1/14/2021 8:13:06 p. m.,"381","28.8","23","946"
1/14/2021 8:14:06 p. m.,"358","28.8","23","946"
1/14/2021 8:15:06 p. m.,"368","28.7","23","946"
1/14/2021 8:16:06 p. m.,"355","28.7","23","946"
1/14/2021 8:17:06 p. m.,"351","28.7","23","946"
1/14/2021 8:18:06 p. m.,"378","28.6","23","946"
1/14/2021 8:19:06 p. m.,"359","28.6","23","946"
1/14/2021 8:20:06 p. m.,"359","28.6","23","946"
1/14/2021 8:21:06 p. m.,"357","28.5","23","946"
1/14/2021 8:22:06 p. m.,"356","28.5","23","946"
1/14/2021 8:23:06 p. m.,"347","28.5","23","946"
1/14/2021 8:24:06 p. m.,"373","28.4","23","946"
1/14/2021 8:25:06 p. m.,"352","28.4","23","946"
1/14/2021 8:26:06 p. m.,"362","28.4","23","946"
1/14/2021 8:27:06 p. m.,"355","28.3","23","946"
1/14/2021 8:28:06 p. m.,"357","28.3","23","946"
1/14/2021 8:29:06 p. m.,"362","28.3","23","946"
1/14/2021 8:30:06 p. m.,"365","28.3","23","946"
1/14/2021 8:31:06 p. m.,"366","28.2","23","946"
1/14/2021 8:32:06 p. m.,"373","28.2","24","946"
1/14/2021 8:33:06 p. m.,"388","28.2","24","946"
1/14/2021 8:34:06 p. m.,"379","28.2","24","946"
1/14/2021 8:35:06 p. m.,"379","28.1","24","946"
1/14/2021 8:36:06 p. m.,"366","28.1","24","946"
1/14/2021 8:37:06 p. m.,"394","28.0","24","946"
1/14/2021 8:38:06 p. m.,"385","28.0","24","946"
1/14/2021 8:39:06 p. m.,"379","28.0","24","946"
1/14/2021 8:40:06 p. m.,"390","28.0","24","946"
1/14/2021 8:41:06 p. m.,"384","28.0","24","946"
1/14/2021 8:42:06 p. m.,"382","28.0","24","946"
1/14/2021 8:43:06 p. m.,"363","27.9","24","946"
1/14/2021 8:44:06 p. m.,"357","27.9","24","946"
1/14/2021 8:45:06 p. m.,"357","27.9","24","946"
1/14/2021 8:46:06 p. m.,"355","27.9","24","946"
1/14/2021 8:47:06 p. m.,"371","27.9","24","946"
1/14/2021 8:48:06 p. m.,"365","27.9","24","946"
1/14/2021 8:49:06 p. m.,"358","27.9","25","946"
1/14/2021 8:50:06 p. m.,"368","27.9","25","946"
1/14/2021 8:51:06 p. m.,"363","27.9","25","946"
1/14/2021 8:52:06 p. m.,"358","27.8","25","946"
1/14/2021 8:53:06 p. m.,"372","27.8","25","946"
1/14/2021 8:54:06 p. m.,"359","27.8","25","946"
1/14/2021 8:55:06 p. m.,"372","27.8","25","946"
1/14/2021 8:56:06 p. m.,"357","27.8","25","946"
1/14/2021 8:57:06 p. m.,"359","27.8","25","946"
1/14/2021 8:58:06 p. m.,"369","27.8","25","946"
1/14/2021 8:59:06 p. m.,"357","27.7","25","946"
1/14/2021 9:00:06 p. m.,"383","27.7","25","946"
1/14/2021 9:01:06 p. m.,"376","27.7","25","946"
1/14/2021 9:02:06 p. m.,"385","27.7","25","946"
1/14/2021 9:03:06 p. m.,"367","27.6","25","946"
1/14/2021 9:04:06 p. m.,"381","27.6","25","946"
1/14/2021 9:05:06 p. m.,"366","27.6","25","946"
1/14/2021 9:06:06 p. m.,"383","27.6","25","946"
1/14/2021 9:07:06 p. m.,"369","27.6","25","946"
1/14/2021 9:08:06 p. m.,"376","27.6","25","946"
1/14/2021 9:09:06 p. m.,"369","27.5","25","946"
1/14/2021 9:10:06 p. m.,"371","27.5","25","946"
1/14/2021 9:11:06 p. m.,"376","27.5","25","946"
1/14/2021 9:12:06 p. m.,"360","27.5","25","946"
1/14/2021 9:13:06 p. m.,"377","27.5","25","946"
1/14/2021 9:14:06 p. m.,"376","27.4","25","946"
1/14/2021 9:15:06 p. m.,"372","27.4","25","946"
1/14/2021 9:16:06 p. m.,"378","27.4","25","946"
1/14/2021 9:17:06 p. m.,"369","27.4","25","946"
1/14/2021 9:18:06 p. m.,"367","27.4","25","946"
1/14/2021 9:19:06 p. m.,"366","27.3","25","946"
1/14/2021 9:20:06 p. m.,"377","27.3","25","946"
1/14/2021 9:21:06 p. m.,"371","27.3","25","946"
1/14/2021 9:22:06 p. m.,"361","27.3","25","946"
1/14/2021 9:23:06 p. m.,"364","27.3","25","946"
1/14/2021 9:24:06 p. m.,"384","27.3","25","946"
1/14/2021 9:25:06 p. m.,"372","27.3","25","946"
1/14/2021 9:26:06 p. m.,"377","27.2","25","946"
1/14/2021 9:27:06 p. m.,"370","27.2","25","946"
1/14/2021 9:28:06 p. m.,"382","27.2","25","946"
1/14/2021 9:29:06 p. m.,"371","27.2","25","946"
1/14/2021 9:30:06 p. m.,"396","27.2","25","946"
1/14/2021 9:31:06 p. m.,"387","27.2","25","946"
1/14/2021 9:32:06 p. m.,"379","27.1","25","946"
1/14/2021 9:33:06 p. m.,"382","27.1","25","946"
1/14/2021 9:34:06 p. m.,"371","27.1","25","946"
1/14/2021 9:35:06 p. m.,"374","27.1","25","946"
1/14/2021 9:36:06 p. m.,"372","27.1","25","946"
1/14/2021 9:37:06 p. m.,"388","27.1","25","946"
1/14/2021 9:38:06 p. m.,"383","27.1","25","946"
1/14/2021 9:39:06 p. m.,"370","27.1","25","946"
1/14/2021 9:40:06 p. m.,"364","27.1","25","946"
1/14/2021 9:41:06 p. m.,"369","27.0","25","946"
1/14/2021 9:42:06 p. m.,"373","27.0","25","947"
1/14/2021 9:43:06 p. m.,"377","27.0","25","947"
1/14/2021 9:44:06 p. m.,"372","27.0","25","947"
1/14/2021 9:45:06 p. m.,"372","27.0","25","947"
1/14/2021 9:46:06 p. m.,"372","27.0","25","947"
1/14/2021 9:47:06 p. m.,"371","27.0","25","947"
1/14/2021 9:48:06 p. m.,"384","26.9","25","947"
1/14/2021 9:49:06 p. m.,"381","26.9","25","947"
1/14/2021 9:50:06 p. m.,"379","26.9","25","947"
1/14/2021 9:51:06 p. m.,"372","26.9","25","947"
1/14/2021 9:52:06 p. m.,"387","26.9","25","947"
1/14/2021 9:53:06 p. m.,"365","26.9","25","947"
1/14/2021 9:54:06 p. m.,"397","26.9","25","947"
1/14/2021 9:55:06 p. m.,"370","26.9","25","947"
1/14/2021 9:56:06 p. m.,"373","26.9","25","947"
1/14/2021 9:57:06 p. m.,"372","26.8","25","947"
1/14/2021 9:58:06 p. m.,"372","26.8","25","947"
1/14/2021 9:59:06 p. m.,"374","26.8","25","947"
1/14/2021 10:00:06 p. m.,"375","26.8","25","947"
1/14/2021 10:01:06 p. m.,"391","26.8","25","947"
1/14/2021 10:02:06 p. m.,"386","26.8","25","947"
1/14/2021 10:03:06 p. m.,"380","26.7","25","947"
1/14/2021 10:04:06 p. m.,"390","26.7","25","947"
1/14/2021 10:05:06 p. m.,"383","26.7","25","947"
1/14/2021 10:06:06 p. m.,"382","26.7","25","947"
1/14/2021 10:07:06 p. m.,"363","26.6","24","947"
1/14/2021 10:08:06 p. m.,"395","26.6","24","947"
1/14/2021 10:09:06 p. m.,"373","26.6","24","947"
1/14/2021 10:10:06 p. m.,"363","26.6","24","947"
1/14/2021 10:11:06 p. m.,"361","26.6","24","947"
1/14/2021 10:12:06 p. m.,"371","26.5","24","947"
1/14/2021 10:13:06 p. m.,"371","26.5","24","947"
1/14/2021 10:14:06 p. m.,"364","26.5","24","947"
1/14/2021 10:15:06 p. m.,"365","26.5","24","947"
1/14/2021 10:16:06 p. m.,"365","26.5","24","947"
1/14/2021 10:17:06 p. m.,"357","26.5","24","947"
1/14/2021 10:18:06 p. m.,"350","26.4","24","947"
1/14/2021 10:19:06 p. m.,"351","26.4","24","947"
1/14/2021 10:20:06 p. m.,"370","26.4","24","947"
1/14/2021 10:21:06 p. m.,"370","26.4","24","947"
1/14/2021 10:22:06 p. m.,"361","26.4","24","947"
1/14/2021 10:23:06 p. m.,"361","26.3","24","947"
1/14/2021 10:24:06 p. m.,"353","26.3","24","947"
1/14/2021 10:25:06 p. m.,"353","26.3","24","947"
1/14/2021 10:26:06 p. m.,"365","26.3","24","947"
1/14/2021 10:27:06 p. m.,"357","26.3","24","947"
1/14/2021 10:28:06 p. m.,"363","26.3","24","947"
1/14/2021 10:29:06 p. m.,"351","26.3","24","947"
1/14/2021 10:30:06 p. m.,"376","26.2","24","947"
1/14/2021 10:31:06 p. m.,"362","26.2","24","947"
1/14/2021 10:32:06 p. m.,"357","26.2","24","947"
1/14/2021 10:33:06 p. m.,"372","26.2","24","947"
1/14/2021 10:34:06 p. m.,"352","26.2","24","947"
1/14/2021 10:35:06 p. m.,"354","26.2","24","947"
1/14/2021 10:36:06 p. m.,"363","26.2","24","947"
1/14/2021 10:37:06 p. m.,"357","26.1","24","947"
1/14/2021 10:38:06 p. m.,"352","26.2","24","947"
1/14/2021 10:39:06 p. m.,"343","26.1","24","947"
1/14/2021 10:40:06 p. m.,"345","26.2","24","947"
1/14/2021 10:41:06 p. m.,"331","26.1","24","947"
1/14/2021 10:42:06 p. m.,"363","26.1","24","947"
1/14/2021 10:43:06 p. m.,"356","26.1","25","947"
1/14/2021 10:44:06 p. m.,"372","26.1","25","947"
1/14/2021 10:45:06 p. m.,"362","26.1","25","947"
1/14/2021 10:46:06 p. m.,"359","26.1","25","947"
1/14/2021 10:47:06 p. m.,"344","26.1","25","947"
